id;documento
11;A Controladoria-Geral da União CGU informa que a consulta Despesas Públicas do Portal da Transparência do Governo Federal www.transparencia.gov.br está com dados atualizados até o dia 31 de dezembro de 2020. O atraso na carga diária dos documentos de despesa empenho, liquidação e pagamento , a partir de janeiro de 2021, ocorre em virtude de alterações na fonte dos dados, o Sistema Integrado de Administração Financeira do Governo Federal SIAFI , administrado pela Secretaria do Tesouro Nacional STN . Na virada para 2021, o SIAFI passou por mudanças para que a emissão de empenhos seja realizada em plataforma web. Tal operação teve impacto significativo no Portal da Transparência, ao trocar a lógica na qual os itens de empenho sofrem inclusão, cancelamento, anulação e reforço, com a alteração inclusão de diversos campos. Nesse contexto, a CGU já vem, desde o final de 2020, em tratativas com o Tesouro Nacional para adequar o modelo de dados do Portal às referidas alterações, demanda que também envolve o Serviço Federal de Processamento de Dados Serpro , no trabalho de avaliar e gerar o novo formato das extrações que serão utilizadas para a obtenção dos documentos de empenho a partir de 2021. Por envolver prazos em ações de desenvolvimento na área de Tecnologia da Informação TI por parte da CGU e do Serpro a expectativa é que os documentos diários de despesa voltem a ser publicados, no Portal, no mês de fevereiro. A demanda tem sido tratada com prioridade para que a atualização da consulta ocorra o mais breve possível. A CGU lamenta qualquer transtorno causado pela desatualização na consulta e conta com a compreensão de todos os usuários do Portal.
12;A Controladoria-Geral da União CGU , por meio da Secretaria Federal de Controle Interno SFC , ratificou os dados do Relatório de Gestão Fiscal RGF relativo ao terceiro quadrimestre de 2020. O documento foi publicado na Seção 1 Edição Extra A do Diário Oficial da União do dia 29 de janeiro deste ano e cumpre os termos da Lei de Responsabilidade Fiscal LRF . A avaliação dos limites fiscais é feita nos meses de maio, setembro e janeiro, em relação ao quadrimestre encerrado. A atividade tem por objetivo garantir a confiabilidade dos demonstrativos produzidos pela Secretaria do Tesouro Nacional STN , com dados do Sistema Integrado de Administração Financeira do Governo Federal Siafi , e assegurar o cumprimento dos limites de execução da despesa do Poder Executivo Federal. Cabe destacar que o 1 do art. 65 da Lei Complementar n 101 2000 estabelece que, na ocorrência de calamidade pública reconhecida pelo Congresso Nacional, como a ocorrida no ano de 2020, serão dispensados os limites, condições e demais restrições aplicáveis à União, aos Estados, ao Distrito Federal e aos Municípios, bem como sua verificação para contratação e aditamento de operações de crédito e concessão de garantias, dentre outros. Foram analisados os demonstrativos de despesas com pessoal, da dívida consolidada, das garantias e contragarantias, das operações de crédito e da Disponibilidade de Caixa e Restos a Pagar, sendo que a Receita Corrente Líquida RCL é o parâmetro utilizado para cálculo dos limites, conforme estabelecido na LRF. A RCL alcançou o importe de R 651,94 bilhões, representando decréscimos nominais de 14,79 e 28,01 , respectivamente, em relação aos 2 quadrimestre de 2020 e ao 3 quadrimestre de 2019. A relação entre a despesa total com pessoal e a receita corrente líquida RCL , no âmbito do Poder Executivo Federal, ficou em 34,95 , abaixo do limite fixado de 37,90 para a União, e teve elevação comparando-se com o percentual atingido no 2 quadrimestre de 2020 3,99 , enquanto houve diminuição marginal de 0,32 em relação ao final de 2019. Ressalte-se que os limites das dívidas Consolidada Líquida e Mobiliária para a União ainda não foram regulamentados pelo Senado Federal e Congresso Nacional, respectivamente, estando em tramitação o Projeto de Resolução do Senado n 84 2007 e o Projeto de Lei n 3.431 2000 PLC n 54 2009 , que tratam da matéria. Na ausência desse limite legal, o TCU vem considerando como limite indicativo o referencial de 350 da RCL para a Dívida Consolidada Líquida da União e de 650 da RCL para a Dívida Mobiliária, conforme proposto pelo Poder Executivo. A Dívida Consolidada Líquida da União encerrou o 3 quadrimestre de 2020 em R 4,546 trilhões, contra R 3,955 trilhões observados no 2 quadrimestre de 2020, representando um crescimento de 14,95 em relação ao último quadrimestre. A variação da dívida líquida decorre, principalmente, do aumento da Dívida Mobiliária Interna em mercado R 579,24 bi , bem como em carteira no BCB R 45,74 bilhões . Pelo lado das deduções, destaque para o aumento nos depósitos do TN no BCB R 383,38 bilhões , enquanto o ajuste para perdas da Renegociação de Dívidas dos Entes da Federação subiu cerca de R 332,01 bilhões. Evolução do Percentual da Dívida Mobiliária e da DCL Vale ressaltar que esse cenário demonstra o acentuado processo de endividamento ocorrido nos últimos anos, o que acarretou desde 2016 o atingimento dos limites referenciais da dívida. Um importante mecanismo para controle do potencial endividamento da União diz respeito às garantias concedidas e respectivas contragarantias de valores recebidas pela União. O art. 9 da Resolução n 48 2007 do Senado Federal fixa o limite de 60 da RCL para o montante das garantias concedidas pela União em operações de crédito externo e interno. Já as contragarantias constituem exigência do 1 do art. 40 da LRF. O período entre 2016 a 2019 foi compreendido por uma queda percentual das Garantias Concedidas em relação à RCL. Contudo, a partir de 2020, foi revertida essa tendência de queda, tendo apresentando variações de 38,25 e 45,96 , respectivamente nos 1 e 2 quadrimestres de 2020, finalizando o ano com percentual de 51,08 em relação à RCL. Os principais motivos devem ao reconhecimento de novos fundos, bem como a queda da receita corrente que elevaram a taxa percentual das garantias. Ainda assim, conforme observado, o limite encontra-se bem abaixo daquele estabelecido pela LRF 60 O Demonstrativo das Operações de Crédito apresenta o endividamento público ao longo do exercício. Enquanto a dívida é acompanhada pelo saldo a cada quadrimestre estoque , o controle das operações de crédito se dá pelo fluxo das receitas das contratações ao longo do exercício em análise e, portanto, o controle do limite só faz sentido quando da apuração do demonstrativo do 3 quadrimestre, quando do encerramento do ano. Neste 3 quadrimestre de 2020, como vem ocorrendo em períodos anteriores, o item mais representativo, que afetou o percentual, foi a Amortização refinanciamento do principal de dívidas cujo montante atingiu R 1,036 trilhão, sendo que tal valor é dedutível das operações para fins de limite. Assim, o valor das contratações do período na importância de 1,652 trilhão pela metodologia atualmente utilizada , deduzindo-se o valor de Amortização refinanciamento, o resultado demonstra um valor R 616,35 bilhões de operações para fins de cálculo do limite, sendo, portanto, o percentual correspondente a 94,54 da RCL, portanto, extrapolando-se o limite de 60 da RCL. Contudo, cabe ressaltar que, em decorrência da calamidade pública reconhecida pelo Congresso Nacional, o cumprimento deste limite de operações de crédito foi suspenso para o exercício de 2020, de acordo com o 1 do art. 65 da Lei de Responsabilidade Fiscal. O Demonstrativo da Disponibilidade de Caixa e dos Restos Pagar visa dar transparência ao equilíbrio entre a geração de obrigações de despesa e a disponibilidade de caixa. Neste 3 quadrimestre de 2020, verificou-se que houve suficiência de recursos para inscrição em RP não processados em todas as fontes, sendo que a disponibilidade líquida de caixa alcançou o montante de R 1,294 trilhão. Assim, os limites estabelecidos na LRF para os demonstrativos de pessoal e das garantias e contragarantias foram cumpridos neste 3 quadrimestre de 2020. Houve extrapolação do limite fixado de 60 da RCL para as operações de crédito, contudo, excepcionalmente, o cumprimento de tal limite em 2020 foi suspenso em virtude da calamidade pública reconhecida pelo Congresso Nacional. Ainda, os limites referenciais propostos pelo Poder Executivo para a Dívida Consolidada Líquida e para a Dívida Mobiliária, ainda não regulamentados pelo Senado e Congresso Nacional, encontra-se extrapolados desde 2016, alcançando neste quadrimestre, 697,44 e 1.059,86 da RCL, respectivamente, bem como a a inscrição em RP não processados foi realizada com a suficiente disponibilidade de recursos em todas as fontes. Acesse o documento na íntegra aqui.
13;Responsável pela elaboração de uma proposta que irá atualizar os códigos de ética do Governo Federal, o Grupo de Trabalho Interministerial GT- tica decidiu que fará entrevistas com especialistas e autoridades públicas ligadas ao tema. Para promover um amplo debate que resultará em normativos mais modernos, serão convidados juristas, membros da academia, ex-ministros, ex-conselheiros da Comissão de tica Pública, agentes públicos de empresas estatais e de entes subnacionais, assim como especialistas da sociedade civil e de organismos internacionais. Agentes públicos operadores da ética e autoridades públicas federais de áreas que se relacionam com o assunto também poderão participar. A estratégia foi defina durante a 2 reunião ordinária do GT- tica, realizada nesta terça-feira 2 . O encontro contou com a participação de representantes de todo o colegiado. Pela Secretaria-Geral da Presidência, estiveram presentes o secretário de Controle Interno Ciset , Edson Sá Teles, e o secretário-executivo da Comissão de tica Pública CEP , Regis Holanda. Pela Controladoria-Geral da União CGU , participaram a coordenadora-geral de tica Pública, Tatiana Petry, e o auditor federal de Finanças e Controle, Gustavo Costa. Pelo Ministério da Economia ME , estiveram presentes o secretário nacional de Gestão e Desempenho de Pessoal, Wagner Lenhart, e diretor do Departamento de Relações de Trabalho no Serviço Público, Cleber Izzo. E pela Advocacia-Geral da União AGU , a advogada-geral da União adjunta, Vládia Pompeu, e o diretor do Departamento de Assuntos Jurídicos Internos da Secretaria-Geral de Consultoria, Ciro Miranda. Identidade visual Saiba mais GT que revisará códigos de ética do Governo Federal define cronograma e propostas para 2021 Com informações da Secretaria Geral da Presidência da República
14;A Controladoria-Geral da União CGU participa, nesta quinta-feira 04 02 , na Paraíba, das 11 e 12 fases da Operação Calvário, denominadas de A Origem . O trabalho é realizado em parceria com os Grupos de Atuação Especial Contra o Crime Organizado GAECO de vários Ministérios Públicos MPF, MPPB, MPDFT, MPSC e MPSP , o Tribunal de Contas do Estado TCE PB , a Receita Estadual e as Polícias Civil PCPB e Militar PMPB . O objetivo é dar continuidade às investigações acerca da contratação fraudulenta de empresas, com recursos federais, para o fornecimento de material didático livros . Investigação A Operação Calvário, deflagrada pela primeira vez em dezembro de 2018, busca investigar a atuação de uma organização criminosa instalada no Governo do Estado e em prefeituras da Paraíba, desde o exercício de 2010, composta por organizações sociais, empresas comerciais e agentes públicos e políticos. O grupo obtinha, por meio de contratações fraudulentas, vultosos recebimentos de propinas para se manter no poder. Nestas 11 e 12 fases da Operação Calvário, o escopo são os contratos para aquisição de material didático livros , por parte das Secretarias de Educação do Estado, no ano de 2014, e do município de João Pessoa, no ano de 2013, nos valores de R 4,5 milhões e R 1,5 milhão, respectivamente. O prejuízo estimado ao erário é da ordem de R 2,3 milhões, em razão do pagamento de vantagens indevidas a agentes públicos e políticos. Impacto social As irregularidades praticadas pela organização criminosa impactaram fortemente a qualidade do ensino público prestado à população do estado da Paraíba que, por exemplo, no ano de 2019 registrou 969.806 matrículas de educação básica, conforme Censo Escolar. Diligências A Operação Calvário A Origem consiste no cumprimento de 3 mandados de prisão preventiva e 28 de busca e apreensão nas cidades de João Pessoa PB , Cabedelo PB , Campina Grande PB , Taperoá PB , Brasília DF , Florianópolis SC e São Paulo SP . O trabalho conta com a participação de 10 auditores da CGU, policiais civis e militares, promotores de Justiça dos Ministérios Públicos da Paraíba, do Distrito Federal, de Santa Catarina e de São Paulo, além de servidores dos GAECO, do TCE PB e da Secretaria Estadual da Fazenda. Os investigados podem responder pelos crimes de corrupção ativa e passiva, ocultação patrimonial e lavagem de dinheiro. A CGU, por meio da Ouvidoria-Geral da União OGU , mantém o canal Fala.BR para o recebimento de denúncias. Quem tiver informações sobre esta operação ou sobre quaisquer outras irregularidades, pode enviá-las por meio de formulário eletrônico. A denúncia pode ser anônima, para isso, basta escolher a opção Não identificado .
15;A Controladoria-Geral da União CGU participa, nesta quarta-feira 10 , da Operação Desmascarados. O trabalho é realizado em parceria com a Polícia Federal PF . O objetivo é combater desvios de recursos públicos na área da saúde praticados no Hospital Universitário Gafreé Guinle HUGG , na Região Metropolitana do Rio de Janeiro RJ . Investigação A investigação teve origem em auditoria, na qual se verificou situações irregulares de sociedades empresárias com vistas a auferir proveitos indevidos no HUGG. A partir de levantamentos realizados pela CGU, foram constatadas empresas sem funcionário registrado na Relação Anual de Informações Sociais RAIS , montagem do processo de compra, existência de ligação entre os sócios das empresas participantes da dispensa, dentre outros indícios de situações indevidas dentro do processo de aquisição. Os fatos apurados indicam a ocorrência de dispensa fraudulenta de licitação de empresas fornecedoras de medicamentos, equipamentos de proteção individual EPIs e outros insumos para o combate à pandemia da Covid-19, com sobrepreço e superfaturamento que somam cerca de R 1 milhão. Impacto social O Governo do Estado do Rio de Janeiro recebeu R 1.870.855.788,62 repassados pelo SUS em 2020, especificamente para ação de prevenção e combate à Covid-19. O Hospital Universitário Grafreé Guinle tem a função de gerir os recursos públicos em prol do interesse social de toda população. O sobrepreço superfaturamento detectado impossibilitaria que a Unidade adquirisse mais insumos, materiais e equipamentos necessários no atendimento à população que tanto carece de bons serviços na saúde pública. O desvio dos recursos públicos, em plena pandemia do coronavírus, torna esse crime ainda mais grave. Diligências A Operação Desmascarados consiste no cumprimento de 5 mandados de busca e apreensão em endereços dos envolvidos. Os trabalhos ocorrem na região metropolitana do Rio de Janeiro RJ e contam com a participação de 8 auditores da CGU e de 22 policiais federais. A CGU, por meio da Ouvidoria-Geral da União OGU , mantém o canal Fala.BR para o recebimento de denúncias. Quem tiver informações sobre esta operação ou sobre quaisquer outras irregularidades, pode enviá-las por meio de formulário eletrônico. A denúncia pode ser anônima, para isso, basta escolher a opção Não identificado .
16;Em função de notícia veiculada pela imprensa nesta sexta-feira, dia 12 2, sobre possíveis fraudes no Fundo de Financiamento do Ensino Superior FIES , a Controladoria-Geral da União CGU esclarece que, em novembro de 2020, foi comunicada pelo Ministério da Educação MEC sobre a existência de possíveis irregularidades no âmbito do Fundo. Em razão dessa comunicação, a CGU deu início à investigação sobre o assunto, que se encontra em andamento, com o devido sigilo, necessário à condução adequada dos trabalhos.
17;Está aberta consulta para a priorização dos temas indicados pela sociedade para serem debatidos por especialistas do Governo e da sociedade civil na construção dos compromissos do 5 Plano de Ação Nacional no âmbito da Parceria para Governo Aberto Open Government Partnership - OGP . A votação fica disponível até o dia 04 de março. Trata-se da segunda etapa da definição dos temas priorizados pela sociedade civil. No primeiro momento, abriu-se espaço para que a sociedade indicasse qualquer tema que considerasse importante de ser tratado por meio de políticas de Governo Aberto. As sugestões foram compiladas em linhas temáticas por área de atuação e definidas conjuntamente entre Grupo de Trabalho GT da Sociedade Civil e Controladoria-Geral da União CGU , como órgão coordenador do Comitê Interministerial de Governo Aberto CIGA . Nessa etapa, os interessados devem indicar os temas de sua preferência para priorização, dentre aqueles compilados. Serão selecionados os cinco temas mais votados, limitando-se a dois temas por área de atuação tais como saúde, educação, meio ambiente etc . Não perca a oportunidade de participar Instruções para participar 1. Faça seu cadastro na plataforma Participa Brasil 2. realize seu login 3. Acesse a consulta 5 Plano de Ação de Governo Aberto do Brasil - Priorização de temas 4. Envie sua contribuição e5. Saiba mais sobre o processo de elaboração do Plano. Veja como foi feita a sistematização dos assuntos. Governo Aberto O Governo Aberto refere-se a uma nova visão da Administração Pública que promove projetos e ações voltados ao aumento da transparência, à luta contra a corrupção, ao incentivo à participação social e à inovação. Tem o objetivo de tornar os governos mais responsáveis por suas ações e preparados para atender às necessidades dos cidadãos. A Parceria para o Governo Aberto Open Government Partnership - OGP é uma iniciativa internacional que tem o objetivo incentivar globalmente práticas relacionadas à transparência dos governos, ao acesso à informação pública e à participação social.Plano de Ação As ações relativas à OGP são operacionalizadas por meio de um Plano de Ação criado por cada país de acordo com as áreas nas quais precisam desenvolver. Cada nação participante especifica quais são os seus compromissos e delimita as estratégias e atividades para concretizá-los. O Brasil está finalizando a execução do 4 Plano e iniciando a elaboração do 5 Plano Nacional.A participação ampla de atores que representem a diversidade social do país potencializa o alcance das ações implementadas no que diz respeito às políticas de governo aberto. Por esse motivo, considera-se imprescindível que os diversos segmentos sociedade, setor privado, academia participem ativamente da construção do Plano.
18;A Controladoria-Geral da União CGU , a Advocacia-Geral da União AGU e o Ministério Público Federal MPF assinaram, nesta segunda-feira 22 , acordo de leniência com a empresa Samsung Heavy Industries SHI , uma das maiores companhias do mundo de fabricação de navios. O acordo é parte de uma resolução global feita entre a SHI e autoridades brasileiras e norte-americanas, em decorrência da prática de ilícitos ocorridos no âmbito de contratos firmados com a estatal brasileira Petrobras. A SHI se comprometeu a pagar, em até 30 dias, o valor de R 811.786.743,49. As negociações envolveram a participação de autoridades do Departamento de Justiça dos Estados Unidos DOJ , que concordaram em destinar 50 do valor de multa imposta em acordo celebrado, em 2019, com o DOJ USD 37,5 milhões para entidades nacionais em decorrência do acordo firmado hoje com as autoridades brasileiras. Do total a ser pago pela empresa, o valor de R 705.901.516,10 será destinado à Petrobras a título de ressarcimento. O valor restante, de R 105.885.227,39, corresponde à multa prevista no artigo 12 da Lei de Improbidade Administrativa Lei n 8.429 92 e será revertido para a União Federal. Além do pagamento dos valores a título de multas e ressarcimento à sociedade, a empresa também se comprometeu a atualizar e aperfeiçoar suas políticas de governança e de compliance, incluindo os mecanismos de controle e fiscalização, caso volte a firmar contratos no Brasil. O fato de o acordo com a Samsung Heavy Industries ter sido assinado de forma conjunta entre a CGU, a AGU e o MPF e de ter havido a cooperação com as autoridades do Departamento de Justiça dos Estados Unidos representa a consolidação do papel das instituições brasileiras em casos envolvendo múltiplas jurisdições. Balanço Com a assinatura de mais esse acordo, a CGU e a AGU já assinaram, desde 2017, 13 acordos com empresas investigadas por prática de atos lesivos previstos na Lei Anticorrupção n 12.846 2013 , na Lei de Improbidade Administrativa n 8.429 1992 e na Lei de Licitações n 8.666 1993 . O retorno aos cofres públicos é de mais de R 14,50 bilhões, sendo que, dos acordos já celebrados, foram pagos, até o momento, mais de R 4 bilhões. Outros 26 acordos de leniência estão em andamento.
19;A Controladoria-Geral da União CGU realizará, no dia 10 de março, por meio da plataforma Teams, o primeiro encontro virtual, em 2021, do projeto Diálogos em Controle Social , criado pelo órgão para promover o debate de assuntos afetos à transparência e ao controle social. O tema abordado será O enfrentamento à COVID-19 e a participação social . O diálogo acontecerá entre o presidente do Conselho Nacional de Saúde CNS , Fernando Pigatto, o presidente Nacional da Central nica das Favelas CUFA , Preto Zezé, e o coordenador de Integração Estratégica da Fundação Oswaldo Cruz FIOCRUZ Brasília , Wagner Martins. O evento será gratuito e, para participar, basta acessar o link abaixo no dia e horário marcados. Acesse e participe do 1 Encontro Virtual do Diálogos em Controle Social 2021 Além desse encontro, o projeto contará com lives temáticas interativas mensais ao longo deste ano com representantes de organizações da sociedade civil e especialistas com experiência no desenvolvimento de ações voltadas à transparência, ao controle social ou temáticas afins. O objetivo da iniciativa é promover a construção de uma rede de troca de conhecimentos e de práticas sobre os assuntos, com foco em experiências das organizações da sociedade civil. Durante os encontros, os participantes poderão definir ações coletivas ou atividades por organização, a partir das demandas e pautas identificadas durante as lives ou no conjunto delas. Isso consiste na possibilidade de criação de um campo de diálogo, articulação e corresponsabilização das organizações para o desenvolvimento de projetos comuns. Nas sessões virtuais, os expectadores poderão interagir, apresentando perguntas, comentários ou sugestões. A CGU divulgará, nos canais de comunicação do órgão, os temas e os dias das lives, que ocorrerão mensalmente, sempre na segunda quarta-feira de cada mês. Os encontros serão gravados e disponibilizados posteriormente no site da CGU. SERVI ODiálogos em Controle SocialTema O enfrentamento à COVID-19 e a participação social Dia 10 de março de 2021Horário 15hLink para participar Acesse aqui no dia e horário do evento
20;A Controladoria-Geral da União CGU participa, nesta quarta-feira 24 02 , da Operação Sempiternus. O trabalho, realizado em parceria com a Polícia Federal PF , busca desarticular organização criminosa responsável por desvios de recursos do Fundo de Saúde de Araguaína TO . O ilícito era praticado a partir da subcontratação de empresas ligadas aos dirigentes de Organização Social OS , as quais não prestam os serviços contratados ou fornecem os bens e serviços adquiridos em quantidades ou formas inferiores às previstas em contrato. Investigação A partir da deflagração da Operação Imhotep, em 2019, a CGU iniciou um trabalho de acompanhamento do contrato firmado pela Secretaria de Saúde de Araguaína TO , a partir de dispensa de licitação, com Instituto responsável pela gestão hospitalar do município. As análises identificaram, dentre outras irregularidades, que a Organização Social subcontratava empresas ligadas aos seus dirigentes para prestação de serviços como assessoria, consultoria, apoio à gestão, controle interno e governança corporativa, dos quais, em alguns casos, não foram identificadas as efetivas contraprestações. A investigação apurou que, somente entre os anos de 2018 e 2020, há indícios consistentes da malversação de valores que atingem o montante de R 6.749.999,09. Além disso, constatou-se que a OS também mantém contratos com o Governo de Tocantins, assim como operacionaliza outras unidades de saúde em diferentes estados, como Alagoas, Bahia e Pará. Impacto social Os desvios praticados pela Organização Social, principalmente em tempos de pandemia, causam impacto na vida dos cidadãos das localidades por ela atendidas, na medida em que os recursos, que são escassos, poderiam ser utilizados para melhorar a infraestrutura de atendimento a essas populações. Diligências A Operação Sempiternus consiste no cumprimento de 18 mandados de busca e apreensão, distribuídos por Araguaína TO , Brasília DF e Goiânia GO . Também foi determinado o bloqueio de até R 6.749.999,09 dos investigados, bem como o afastamento dos sigilos bancário e fiscal de 14 pessoas físicas e jurídicas. O trabalho conta com a participação de cerca de 100 policiais federais e de 3 auditores da CGU. A CGU, por meio da Ouvidoria-Geral da União OGU , mantém o canal Fala.BR para o recebimento de denúncias. Quem tiver informações sobre esta operação ou sobre quaisquer outras irregularidades, pode enviá-las por meio de formulário eletrônico. A denúncia pode ser anônima, para isso, basta escolher a opção Não identificado .
21;Para balizar os trabalhos de revisão dos códigos de ética federais, o Grupo de Trabalho Interministerial GT- tica realizou, em 25 de fevereiro, um debate entre os seus integrantes sobre um estudo comparado de normativos nacionais e internacionais. Durante a 3 reunião ordinária do colegiado, foram abordados 17 códigos de ética utilizados em sete países. Também foram analisados normativos éticos de estatais e entes subnacionais, além de orientações oriundas de convenções internacionais, das quais o Brasil é signatário. O objetivo do estudo de Direito comparado é apresentar parâmetros de referência, com base nas melhores práticas nacionais e internacionais, para o enfrentamento, inclusive, de temas da atualidade, tais como mídias sociais teletrabalho assédios proteção de dados e resolução consensual de conflitos. Durante a reunião, também foram definidos os responsáveis pelas relatorias técnicas de temas que serão objeto de estudos específicos. Entre eles ética digital esfera pública e privada de atuação do servidor público assédios e estrutura procedimental. GT- TICA O Grupo de Trabalho Interministerial GT- tica foi instituído pela Portaria Interministerial n 103, publicada no DOU em 21 de dezembro de 2020, com participação de representantes da Secretaria de Controle Interno da Secretaria-Geral da Presidência da República da Secretaria de Transparência e Prevenção da Corrupção da Controladoria-Geral da União da Secretaria Especial de Desburocratização, Gestão e Governo Digital do Ministério da Economia e da Advocacia-Geral da União, designados pela Portaria SG n 105, publicada em 24 de dezembro de 2020, com o objetivo de apresentar à Comissão de tica Pública da Presidência da República proposta de revisão do Código de Conduta da Alta Administração Federal e do Código de tica dos Servidores Públicos Civis do Poder Executivo federal. Texto divulgado com informações da Secretaria-Geral da Presidência da República
22;O ministro da Controladoria-Geral da União CGU , Wagner Rosário, participou hoje 25 2 da abertura da terceira edição do curso de Pós-graduação Latu Sensu em Prevenção e Combate a Desvios de Recursos Públicos. A formação, voltada a servidores públicos federais, é realizada pela CGU, em parceria com a Universidade Federal de Lavras UFL , e busca sanar a necessidade de atualização e especialização dos profissionais que atuam nos órgãos de defesa do Estado. Segundo o ministro, uma questão importante que as instituições precisam fazer para atuar contra a corrupção é investir na capacitação dos agentes, já que essa é uma área bastante complexa envolve direito penal, administrativo, técnicas de investigação envolve prevenção, transparência, conflito de interesses. Ou seja quem quer atuar nessa área tem de ter capacitação . Rosário afirmou também que apenas quando você une a teoria com a prática é possível começar a entender adequadamente como se dá esse fenômeno e se consegue avançar no combate e na repressão da corrupção. Por mais que tenhamos prática, se não fazemos essa ligação com a teoria, às vezes seguimos caminhos que não são os melhores a serem seguidos , argumentou. O ministro da CGU destacou, ainda, a importância da troca de experiências que a formação proporcionará aos servidores. Segundo ele, o pensamento coletivo tende a prosperar nos países onde a corrupção é menor. Já nos países onde a corrupção é maior, prevalece mais a lógica individualista. Temos que buscar a lógica do coletivo também na luta contra a corrupção. Nenhum órgão sozinho conseguirá obter o resultado esperado. necessário atuar em conjunto com todos os órgãos, em parcerias, e essa especialização ajudará nisso também, pois vai permitir a criação de vínculos e contatos importantes entre os servidores , afirmou Rosário. Especialização A terceira edição da Pós-graduação Latu Sensu em Prevenção e Combate a Desvios de Recursos Públicos oferece 46 vagas, sendo 26 para servidores de órgãos ou entidades parceiras Advocacia-Geral da União - AGU, Agência Brasileira de Inteligência - Abin, Ministério da Justiça e Segurança Pública - MJSP, Polícia Federal PF e Polícia Rodoviária Federal - PRF e 20 para servidores em exercício na CGU. O curso de especialização foi modelado para possibilitar a reflexão crítica a respeito da Administração Pública e propiciar um diálogo entre o corpo discente e docente, que facilite a transposição teórico-prática e a formalização dos saberes a respeito do controle, da detecção, da repressão ao desvio de verbas públicas e consequentes sanções. O curso terá duração de 21 meses e será realizado em Brasília DF , nas dependências da Abin. Participaram da cerimônia de abertura do curso o reitor da Universidade Federal de Lavras, João Chrysóstomo Resende Junior o secretário-executivo do Ministério da Justiça e Segurança Pública, Tércio Issami Tokano o advogado-geral da União substituto, Fabrício da Soller o diretor-geral da Abin, Alexandre Ramagem Rodrigues o diretor-geral da Polícia Federal, Rolando Alexandre de Souza e o diretor-geral da Polícia Rodoviária Federal, Eduardo gio de Sá.
23;A Controladoria-Geral da União CGU realizará, no próximo dia 11 de março, das 15h às 16h30, uma nova live de capacitação sobre a Lei de Acesso à Informação LAI , desta vez com o tema Tratamento da Informação Pessoal em face da LAI e da LGPD . O objetivo é orientar os órgãos e entidades do Governo Federal quanto à necessidade de dar o correto tratamento aos dados pessoais no fluxo da Lei de Acesso à Informação LAI e em face da Lei Geral de Proteção de Dados Pessoais LGPD . A capacitação Tratamento da Informação Pessoal em face da LAI e da LGPD é voltada às equipes dos Serviços de Informações ao Cidadão SICs e servidores designados como Autoridades de Monitoramento da LAI, além de servidores que atuam como pontos focais da Lei de Acesso à Informação nos órgãos e entidades. A diretora da Autoridade Nacional de Proteção de Dados ANPD , Miriam Wimmer, apresentará aos servidores as boas práticas no tratamento da informação pessoal. Faça sua inscrição em https formularios.cgu.gov.br index.php 328961 lang pt-BR.
24;A Controladoria-Geral da União CGU participa, nesta terça-feira 02 03 , no Maranhão e no Piauí, da Operação Estoque Zero. O trabalho é realizado em parceria com a Polícia Federal PF . O objetivo é combater esquema criminoso de desvio de recursos públicos do combate à pandemia da Covid-19. Investigações O trabalho se iniciou a partir de investigação da CGU, que detectou direcionamento na contratação, por dispensa de licitação e em caráter emergencial, de empresa de duvidosa capacidade técnica e operacional pela Secretaria de Saúde de Pinheiro MA para fornecimento de 6 mil testes rápidos de Covid-19, no valor total de R 960 mil. Além disso, foram identificados fortes indícios de que nenhum teste fora de fato entregue pela empresa contratada ao município, apesar de haver sido emitida, em maio de 2020, nota fiscal de venda dos 6 mil testes contratados e já ter sido identificado o pagamento parcial de R 320 mil. Além de a empresa não ter adquirido testes para revenda, reforça a suspeita de simulação de venda o fato de Pinheiro MA ter recebido doação de 2.240 testes da Secretaria de Estado da Saúde do Maranhão e ter realizado, até início de agosto de 2020, apenas 1.381 testes na população. O prejuízo total ao erário pode chegar a R 960 mil, caso seja identificado pagamento residual da fatura apresentada pela empresa. Além de Pinheiro MA , a empresa de fachada teria vendido 17,5 mil testes para outros três municípios nos estados do Maranhão, Piauí e Ceará, pelo valor total de R 1.075.500,00, sem nunca tê-los adquirido. Impacto social O município de Pinheiro MA recebeu em 2020 quase R 50 milhões pelo Fundo Nacional de Saúde FNS . Desse valor, mais de R 20 milhões foram destinados especificamente para ações de prevenção e combate à pandemia do novo coronavírus. A não entrega dos 6 mil testes de Covid-19 ao município de Pinheiro MA contribuiu para a dificuldade de rastreamento preventivo dos casos positivos para Covid na cidade e, assim, acelerar a curva de contágio da doença. O desvio de recursos, por sua vez, subtraiu do já escasso orçamento público recursos para as demais ações de saúde necessárias para o bom atendimento às vítimas de Covid-19. Diligências A Operação Estoque Zero consiste no cumprimento de 5 mandados de busca e apreensão em Pinheiro MA e Teresina PI , além do bloqueio de bens, afastamento de servidor e afastamento do sigilo telemático mensagens de e-mail dos envolvidos. O trabalho envolve a participação de 2 auditores da CGU e de 30 policiais federais. A CGU, por meio da Ouvidoria-Geral da União OGU , mantém o canal Fala.BR para o recebimento de denúncias. Quem tiver informações sobre esta operação ou sobre quaisquer outras irregularidades, pode enviá-las por meio de formulário eletrônico. A denúncia pode ser anônima, para isso, basta escolher a opção Não identificado .
